item,paper,condition,subcondition,aging,measure,timing,index
AR 54,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AT,3
AR 54,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AA,1
AR 54,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AA,2
AR 54,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AA,3
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,BT,1
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,BT,2
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,BT,3
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AT,1
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AT,2
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AT,3
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AA,1
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AA,2
AR 55,Blue Sample Book Alum Rosin Paper,2% CP Kelco,Interleaving,Aged,condition,AA,3
AR 56,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,1
AR 56,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,2
AR 56,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,3
AR 56,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,1
AR 56,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,2
AR 56,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,3
AR 57,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,1
AR 57,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,2
AR 57,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,3
AR 57,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,1
AR 57,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,2
AR 57,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,3
AR 58,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,1
AR 58,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,2
AR 58,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,3
AR 58,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,1
AR 58,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,2
AR 58,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,3
AR 59,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,1
AR 59,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,2
AR 59,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,3
AR 59,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,1
AR 59,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,2
AR 59,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,3
AR 60,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,1
AR 60,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,2
AR 60,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,BT,3
AR 60,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,1
AR 60,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,2
AR 60,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Not Aged,condition,AT,3
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,1
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,2
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,3
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,1
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,2
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,3
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,1
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,2
AR 61,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,3
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,1
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,2
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,3
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,1
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,2
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,3
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,1
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,2
AR 62,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,3
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,1
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,2
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,3
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,1
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,2
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,3
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,1
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,2
AR 63,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,3
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,1
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,2
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,3
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,1
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,2
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,3
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,1
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,2
AR 64,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,3
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,1
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,2
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,BT,3
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,1
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,2
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AT,3
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,1
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,2
AR 65,Blue Sample Book Alum Rosin Paper,5% Agarose,No Interleaving,Aged,condition,AA,3
AR 66,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,1
AR 66,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,2
AR 66,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,3
AR 66,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,1
AR 66,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,2
AR 66,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,3
AR 67,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,1
AR 67,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,2
AR 67,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,3
AR 67,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,1
AR 67,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,2
AR 67,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,3
AR 68,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,1
AR 68,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,2
AR 68,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,3
AR 68,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,1
AR 68,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,2
AR 68,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,3
AR 69,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,1
AR 69,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,2
AR 69,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,3
AR 69,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,1
AR 69,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,2
AR 69,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,3
AR 70,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,1
AR 70,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,2
AR 70,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,BT,3
AR 70,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,1
AR 70,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,2
AR 70,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Not Aged,condition,AT,3
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,1
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,2
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,3
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,1
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,2
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,3
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,1
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,2
AR 71,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,3
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,1
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,2
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,3
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,1
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,2
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,3
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,1
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,2
AR 72,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,3
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,1
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,2
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,3
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,1
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,2
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,3
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,1
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,2
AR 73,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,3
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,1
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,2
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,3
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,1
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,2
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,3
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,1
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,2
AR 74,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,3
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,1
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,2
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,BT,3
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,1
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,2
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AT,3
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,1
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,2
AR 75,Blue Sample Book Alum Rosin Paper,5% Agarose,Interleaving,Aged,condition,AA,3
18c 01,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,1
18c 01,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,2
18c 01,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,3
18c 01,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,1
18c 01,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,2
18c 01,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,3
18c 02,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,1
18c 02,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,2
18c 02,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,3
18c 02,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,1
18c 02,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,2
18c 02,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,3
18c 03,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,1
18c 03,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,2
18c 03,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,3
18c 03,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,1
18c 03,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,2
18c 03,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,3
18c 04,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,1
18c 04,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,2
18c 04,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,3
18c 04,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,1
18c 04,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,2
18c 04,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,3
18c 05,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,1
18c 05,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,2
18c 05,18th Century Antique Paper,Control,Control,Not Aged,condition,BT,3
18c 05,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,1
18c 05,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,2
18c 05,18th Century Antique Paper,Control,Control,Not Aged,condition,AT,3
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,BT,1
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,BT,2
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,BT,3
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,AT,1
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,AT,2
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,AT,3
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,AA,1
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,AA,2
18c 06,18th Century Antique Paper,Control,Control,Aged,condition,AA,3
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,BT,1
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,BT,2
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,BT,3
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,AT,1
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,AT,2
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,AT,3
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,AA,1
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,AA,2
18c 07,18th Century Antique Paper,Control,Control,Aged,condition,AA,3
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,BT,1
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,BT,2
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,BT,3
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,AT,1
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,AT,2
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,AT,3
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,AA,1
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,AA,2
18c 08,18th Century Antique Paper,Control,Control,Aged,condition,AA,3
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,BT,1
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,BT,2
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,BT,3
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,AT,1
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,AT,2
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,AT,3
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,AA,1
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,AA,2
18c 09,18th Century Antique Paper,Control,Control,Aged,condition,AA,3
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,BT,1
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,BT,2
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,BT,3
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,AT,1
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,AT,2
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,AT,3
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,AA,1
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,AA,2
18c 10,18th Century Antique Paper,Control,Control,Aged,condition,AA,3
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,BT,1
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,BT,2
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,BT,3
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,AT,1
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,AT,2
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,AT,3
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,AA,1
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,AA,2
18c 11,18th Century Antique Paper,Control,Water,Aged,condition,AA,3
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,BT,1
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,BT,2
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,BT,3
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,AT,1
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,AT,2
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,AT,3
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,AA,1
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,AA,2
18c 12,18th Century Antique Paper,Control,Water,Aged,condition,AA,3
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,BT,1
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,BT,2
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,BT,3
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,AT,1
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,AT,2
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,AT,3
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,AA,1
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,AA,2
18c 13,18th Century Antique Paper,Control,Water,Aged,condition,AA,3
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,BT,1
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,BT,2
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,BT,3
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,AT,1
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,AT,2
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,AT,3
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,AA,1
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,AA,2
18c 14,18th Century Antique Paper,Control,Water,Aged,condition,AA,3
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,BT,1
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,BT,2
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,BT,3
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,AT,1
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,AT,2
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,AT,3
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,AA,1
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,AA,2
18c 15,18th Century Antique Paper,Control,Water,Aged,condition,AA,3
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,1
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,2
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,3
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,1
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,2
18c 16,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,3
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,1
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,2
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,3
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,1
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,2
18c 17,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,3
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,1
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,2
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,3
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,1
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,2
18c 18,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,3
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,1
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,2
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,3
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,1
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,2
18c 19,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,3
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,1
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,2
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,BT,3
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,1
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,2
18c 20,18th Century Antique Paper,2% Tica Gel,No Interleaving,Not Aged,condition,AT,3
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,condition,BT,1
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,condition,BT,2
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,condition,BT,3
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,condition,AT,1
18c 21,18th Century Antique Paper,2% Tica Gel,No Interleaving,Aged,condition,AT,2
